,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,popularity,genres
You And Me (But Mostly Me),0.493,0.512,1,-7.95,1,0.0506,0.624,0.0,0.0355,0.499,75.951,audio_features,6nHONTzayrzL11fAGgOxoy,spotify:track:6nHONTzayrzL11fAGgOxoy,https://api.spotify.com/v1/tracks/6nHONTzayrzL11fAGgOxoy,https://api.spotify.com/v1/audio-analysis/6nHONTzayrzL11fAGgOxoy,163240,4,0,"['hollywood', 'movie tunes', 'show tunes']"
We Begged 2 Explode,0.559,0.337,11,-7.17,1,0.0278,0.113,0.0,0.127,0.276,100.411,audio_features,6Gyu4HQp7aD8RMerYgIP3P,spotify:track:6Gyu4HQp7aD8RMerYgIP3P,https://api.spotify.com/v1/tracks/6Gyu4HQp7aD8RMerYgIP3P,https://api.spotify.com/v1/audio-analysis/6Gyu4HQp7aD8RMerYgIP3P,224147,3,26,"['alternative emo', 'anti-folk', 'emo', 'folk punk', 'indie punk', 'indie rock', 'lo-fi', 'modern power pop']"
2176,0.595,0.351,7,-9.469,1,0.0912,0.555,0.0,0.165,0.691,128.423,audio_features,42khMXWZYiyt9Yaw3lKgz5,spotify:track:42khMXWZYiyt9Yaw3lKgz5,https://api.spotify.com/v1/tracks/42khMXWZYiyt9Yaw3lKgz5,https://api.spotify.com/v1/audio-analysis/42khMXWZYiyt9Yaw3lKgz5,316960,4,41,"['canadian blues', 'indie quebecois']"
Robots,0.509,0.597,2,-6.347,1,0.0396,0.332,0.0,0.104,0.38,123.477,audio_features,3nN47sMhPjr3mP5NEaWU7i,spotify:track:3nN47sMhPjr3mP5NEaWU7i,https://api.spotify.com/v1/tracks/3nN47sMhPjr3mP5NEaWU7i,https://api.spotify.com/v1/audio-analysis/3nN47sMhPjr3mP5NEaWU7i,244507,4,36,"['canadian folk', 'canadian indie', 'canadian singer-songwriter', 'deep new americana', 'indie folk', 'vancouver indie']"
Postdoc Blues,0.665,0.797,10,-9.172,1,0.0419,0.124,0.0173,0.0958,0.717,143.176,audio_features,5l1AMUJEA43GYqxpfTyhoT,spotify:track:5l1AMUJEA43GYqxpfTyhoT,https://api.spotify.com/v1/tracks/5l1AMUJEA43GYqxpfTyhoT,https://api.spotify.com/v1/audio-analysis/5l1AMUJEA43GYqxpfTyhoT,203091,4,32,"['canadian folk', 'canadian indie', 'manitoba indie']"
The Move,0.36,0.358,9,-11.192,1,0.0415,0.932,0.000112,0.105,0.38,46.289,audio_features,7gwCELCWSbfBhzw9YgFvk8,spotify:track:7gwCELCWSbfBhzw9YgFvk8,https://api.spotify.com/v1/tracks/7gwCELCWSbfBhzw9YgFvk8,https://api.spotify.com/v1/audio-analysis/7gwCELCWSbfBhzw9YgFvk8,166747,4,0,"['folk punk', 'indie punk', 'indie rock']"
Changes,0.41,0.449,0,-8.14,1,0.0346,0.00584,0.00133,0.067,0.307,148.119,audio_features,3i85UIF4nR7qZXTnEwqdPr,spotify:track:3i85UIF4nR7qZXTnEwqdPr,https://api.spotify.com/v1/tracks/3i85UIF4nR7qZXTnEwqdPr,https://api.spotify.com/v1/audio-analysis/3i85UIF4nR7qZXTnEwqdPr,342999,3,19,"['funk', 'soul']"
Tachycardia,0.43,0.348,0,-8.19,1,0.0419,0.919,7e-05,0.104,0.306,144.849,audio_features,5R2oQRNmANSqK8WBj9l1Q0,spotify:track:5R2oQRNmANSqK8WBj9l1Q0,https://api.spotify.com/v1/tracks/5R2oQRNmANSqK8WBj9l1Q0,https://api.spotify.com/v1/audio-analysis/5R2oQRNmANSqK8WBj9l1Q0,219053,4,31,"['anti-folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'omaha indie', 'stomp and holler']"
Melt Canada,0.608,0.918,7,-7.829,1,0.0433,0.0267,0.000135,0.224,0.699,104.118,audio_features,519Xut5MGppqlQO9PxKSFw,spotify:track:519Xut5MGppqlQO9PxKSFw,https://api.spotify.com/v1/tracks/519Xut5MGppqlQO9PxKSFw,https://api.spotify.com/v1/audio-analysis/519Xut5MGppqlQO9PxKSFw,210240,4,0,['calgary indie']
Nausea,0.448,0.742,0,-5.84,1,0.0435,0.371,2.78e-06,0.353,0.563,134.864,audio_features,3bUcxZlalHkMWogGsqs68a,spotify:track:3bUcxZlalHkMWogGsqs68a,https://api.spotify.com/v1/tracks/3bUcxZlalHkMWogGsqs68a,https://api.spotify.com/v1/audio-analysis/3bUcxZlalHkMWogGsqs68a,164280,4,31,"['alternative emo', 'anti-folk', 'emo', 'folk punk', 'indie punk', 'indie rock', 'lo-fi', 'modern power pop']"
"Concerning the UFO sighting near Highland, Illinois",0.452,0.149,7,-14.99,1,0.0378,0.987,0.304,0.165,0.389,131.071,audio_features,2Swpr4UiCfYUl1wbxrduBs,spotify:track:2Swpr4UiCfYUl1wbxrduBs,https://api.spotify.com/v1/tracks/2Swpr4UiCfYUl1wbxrduBs,https://api.spotify.com/v1/audio-analysis/2Swpr4UiCfYUl1wbxrduBs,128987,4,49,"['baroque pop', 'chamber pop', 'freak folk', 'indie folk', 'singer-songwriter']"
Serious Things Are Stupid,0.196,0.734,7,-6.52,1,0.0409,0.0103,0.606,0.363,0.374,153.907,audio_features,3WmdJFoy7PTaXaUTZ2UBx0,spotify:track:3WmdJFoy7PTaXaUTZ2UBx0,https://api.spotify.com/v1/tracks/3WmdJFoy7PTaXaUTZ2UBx0,https://api.spotify.com/v1/audio-analysis/3WmdJFoy7PTaXaUTZ2UBx0,148515,4,0,"['indie punk', 'indie rock', 'philly indie']"
Death with Dignity,0.51,0.16,4,-21.03,1,0.0395,0.986,0.017,0.113,0.383,170.063,audio_features,4fpEuKIzTLmMJnYwFU0oqr,spotify:track:4fpEuKIzTLmMJnYwFU0oqr,https://api.spotify.com/v1/tracks/4fpEuKIzTLmMJnYwFU0oqr,https://api.spotify.com/v1/audio-analysis/4fpEuKIzTLmMJnYwFU0oqr,239508,4,62,"['baroque pop', 'chamber pop', 'freak folk', 'indie folk', 'singer-songwriter']"
First Day Of My Life,0.468,0.201,4,-17.024,1,0.0388,0.915,8.28e-05,0.0952,0.383,94.422,audio_features,5OiaAaIMYlCZONyDBxqk4G,spotify:track:5OiaAaIMYlCZONyDBxqk4G,https://api.spotify.com/v1/tracks/5OiaAaIMYlCZONyDBxqk4G,https://api.spotify.com/v1/audio-analysis/5OiaAaIMYlCZONyDBxqk4G,188800,4,68,"['anti-folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'omaha indie', 'slow core', 'stomp and holler']"
Three Thousand Miles,0.571,0.376,2,-11.539,1,0.0325,0.808,0.000373,0.114,0.574,95.357,audio_features,5oJfyHfA55CaJigp4iZV5S,spotify:track:5oJfyHfA55CaJigp4iZV5S,https://api.spotify.com/v1/tracks/5oJfyHfA55CaJigp4iZV5S,https://api.spotify.com/v1/audio-analysis/5oJfyHfA55CaJigp4iZV5S,257933,4,8,['hamilton on indie']
Eugene,0.555,0.12,11,-24.043,1,0.0433,0.973,0.303,0.285,0.672,84.293,audio_features,161iDrAGFqkzeXSaxworBs,spotify:track:161iDrAGFqkzeXSaxworBs,https://api.spotify.com/v1/tracks/161iDrAGFqkzeXSaxworBs,https://api.spotify.com/v1/audio-analysis/161iDrAGFqkzeXSaxworBs,146893,4,53,"['baroque pop', 'chamber pop', 'freak folk', 'indie folk', 'singer-songwriter']"
Lua,0.603,0.124,2,-18.301,1,0.0827,0.802,3e-05,0.0565,0.317,104.902,audio_features,4PMvRfhHAx5j6Bb3XsFLoq,spotify:track:4PMvRfhHAx5j6Bb3XsFLoq,https://api.spotify.com/v1/tracks/4PMvRfhHAx5j6Bb3XsFLoq,https://api.spotify.com/v1/audio-analysis/4PMvRfhHAx5j6Bb3XsFLoq,271667,3,58,"['anti-folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'omaha indie', 'slow core', 'stomp and holler']"
Words Fail,0.368,0.237,0,-9.49,1,0.0389,0.792,0.0,0.122,0.328,95.871,audio_features,32bZDrurIGh2Cts0l2tRtL,spotify:track:32bZDrurIGh2Cts0l2tRtL,https://api.spotify.com/v1/tracks/32bZDrurIGh2Cts0l2tRtL,https://api.spotify.com/v1/audio-analysis/32bZDrurIGh2Cts0l2tRtL,351920,3,59,"['hollywood', 'pop', 'show tunes']"
On My Way,0.305,0.124,4,-11.239,1,0.0327,0.578,0.0,0.16,0.106,84.04,audio_features,27cEIf6XEBa2gSw2GOt2xA,spotify:track:27cEIf6XEBa2gSw2GOt2xA,https://api.spotify.com/v1/tracks/27cEIf6XEBa2gSw2GOt2xA,https://api.spotify.com/v1/audio-analysis/27cEIf6XEBa2gSw2GOt2xA,286200,3,7,[]
Non-Stop,0.772,0.482,6,-9.529,1,0.351,0.211,0.0,0.223,0.441,92.017,audio_features,7qfoq1JFKBUEIvhqOHzuqX,spotify:track:7qfoq1JFKBUEIvhqOHzuqX,https://api.spotify.com/v1/tracks/7qfoq1JFKBUEIvhqOHzuqX,https://api.spotify.com/v1/audio-analysis/7qfoq1JFKBUEIvhqOHzuqX,385438,4,65,"['broadway', 'hollywood', 'show tunes', 'vocal jazz']"
No Wanna Shambhala,0.534,0.716,7,-9.173,1,0.0618,0.83,0.0145,0.115,0.521,116.403,audio_features,2nfrjcLjKk4m4FP4PpMRSo,spotify:track:2nfrjcLjKk4m4FP4PpMRSo,https://api.spotify.com/v1/tracks/2nfrjcLjKk4m4FP4PpMRSo,https://api.spotify.com/v1/audio-analysis/2nfrjcLjKk4m4FP4PpMRSo,132389,4,4,['hamilton on indie']
In Heaven,0.376,0.715,11,-5.499,0,0.0421,0.0956,0.0,0.189,0.411,121.974,audio_features,7vKMp9RBcZHn9ZaZhy2DVv,spotify:track:7vKMp9RBcZHn9ZaZhy2DVv,https://api.spotify.com/v1/tracks/7vKMp9RBcZHn9ZaZhy2DVv,https://api.spotify.com/v1/audio-analysis/7vKMp9RBcZHn9ZaZhy2DVv,230322,4,34,"['art pop', 'dream pop', 'indie pop', 'indie rock', 'indietronica', 'philly indie']"
I Thought You Didn't Even Like Leaving,0.279,0.942,8,-6.217,1,0.158,0.0005,0.0,0.454,0.263,163.189,audio_features,6oir4aEK3Mo60KNCkghLED,spotify:track:6oir4aEK3Mo60KNCkghLED,https://api.spotify.com/v1/tracks/6oir4aEK3Mo60KNCkghLED,https://api.spotify.com/v1/audio-analysis/6oir4aEK3Mo60KNCkghLED,180216,4,0,"['albany ny indie', 'alternative emo', 'diy emo', 'emo', 'indie punk', 'indie rock', 'midwest emo']"
I Liked You Right From The Start,0.488,0.5,0,-9.04,1,0.0433,0.504,0.000372,0.1,0.392,127.19,audio_features,3zLri3DOfSiMg76WnuMHVh,spotify:track:3zLri3DOfSiMg76WnuMHVh,https://api.spotify.com/v1/tracks/3zLri3DOfSiMg76WnuMHVh,https://api.spotify.com/v1/audio-analysis/3zLri3DOfSiMg76WnuMHVh,348400,4,10,[]
"John Wayne Gacy, Jr.",0.463,0.179,0,-14.852,0,0.0402,0.917,1.73e-05,0.12,0.183,80.747,audio_features,2gFBh7NnEfSeBoZZDB5d2C,spotify:track:2gFBh7NnEfSeBoZZDB5d2C,https://api.spotify.com/v1/tracks/2gFBh7NnEfSeBoZZDB5d2C,https://api.spotify.com/v1/audio-analysis/2gFBh7NnEfSeBoZZDB5d2C,199920,4,50,"['baroque pop', 'chamber pop', 'freak folk', 'indie folk', 'singer-songwriter']"
"What's Up, Duloc?",0.553,0.546,2,-7.011,1,0.264,0.657,0.0,0.465,0.569,89.581,audio_features,6J3DgbtLqx2YI6HOtMOomZ,spotify:track:6J3DgbtLqx2YI6HOtMOomZ,https://api.spotify.com/v1/tracks/6J3DgbtLqx2YI6HOtMOomZ,https://api.spotify.com/v1/audio-analysis/6J3DgbtLqx2YI6HOtMOomZ,265240,4,29,"['broadway', 'show tunes']"
Fill in the Blank,0.339,0.829,9,-7.239,1,0.058,0.00736,1.26e-05,0.0596,0.5,162.798,audio_features,1EALzILzmIPtRIvYyo6Lwm,spotify:track:1EALzILzmIPtRIvYyo6Lwm,https://api.spotify.com/v1/tracks/1EALzILzmIPtRIvYyo6Lwm,https://api.spotify.com/v1/audio-analysis/1EALzILzmIPtRIvYyo6Lwm,244507,4,55,"['alternative rock', 'indie pop', 'indie punk', 'indie rock', 'lo-fi', 'modern rock', 'noise pop']"
So High in Foodland,0.532,0.443,6,-8.663,0,0.0356,0.782,0.00702,0.11,0.486,82.277,audio_features,2sSgcZ2zAUGcslA7FA9I5a,spotify:track:2sSgcZ2zAUGcslA7FA9I5a,https://api.spotify.com/v1/tracks/2sSgcZ2zAUGcslA7FA9I5a,https://api.spotify.com/v1/audio-analysis/2sSgcZ2zAUGcslA7FA9I5a,177911,4,5,['hamilton on indie']
Nikes,0.543,0.394,8,-9.637,1,0.0864,0.695,0.000239,0.108,0.118,137.811,audio_features,19YKaevk2bce4odJkP5L22,spotify:track:19YKaevk2bce4odJkP5L22,https://api.spotify.com/v1/tracks/19YKaevk2bce4odJkP5L22,https://api.spotify.com/v1/audio-analysis/19YKaevk2bce4odJkP5L22,314075,4,71,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']"
Land Locked Blues,0.479,0.259,3,-11.928,1,0.0681,0.831,0.0,0.142,0.338,137.911,audio_features,558BHSecDFS85E2L2aKzP8,spotify:track:558BHSecDFS85E2L2aKzP8,https://api.spotify.com/v1/tracks/558BHSecDFS85E2L2aKzP8,https://api.spotify.com/v1/audio-analysis/558BHSecDFS85E2L2aKzP8,347733,3,46,"['anti-folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'omaha indie', 'slow core', 'stomp and holler']"
If It Takes a Lifetime,0.556,0.504,9,-11.513,1,0.0293,0.0427,0.000356,0.0582,0.616,84.421,audio_features,2hsf7VvrBm44soR5rtDVXw,spotify:track:2hsf7VvrBm44soR5rtDVXw,https://api.spotify.com/v1/tracks/2hsf7VvrBm44soR5rtDVXw,https://api.spotify.com/v1/audio-analysis/2hsf7VvrBm44soR5rtDVXw,220587,4,53,"['alternative country', 'deep new americana', 'folk', 'indie folk', 'new americana', 'roots rock', 'stomp and holler', 'traditional folk']"
Come On! Feel the Illinoise! Part I: The World's Columbian Exposition Part II: Carl Sandburg Visits Me In A Dream,0.43,0.457,4,-8.495,0,0.0332,0.518,0.0868,0.123,0.709,109.875,audio_features,6oNs211OtOGzyZ2fvnMPHS,spotify:track:6oNs211OtOGzyZ2fvnMPHS,https://api.spotify.com/v1/tracks/6oNs211OtOGzyZ2fvnMPHS,https://api.spotify.com/v1/audio-analysis/6oNs211OtOGzyZ2fvnMPHS,405627,4,49,"['baroque pop', 'chamber pop', 'freak folk', 'indie folk', 'singer-songwriter']"
Ivy,0.567,0.388,9,-9.579,0,0.0384,0.782,0.000309,0.248,0.452,116.362,audio_features,2ZWlPOoWh0626oTaHrnl2a,spotify:track:2ZWlPOoWh0626oTaHrnl2a,https://api.spotify.com/v1/tracks/2ZWlPOoWh0626oTaHrnl2a,https://api.spotify.com/v1/audio-analysis/2ZWlPOoWh0626oTaHrnl2a,249191,4,76,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']"
Don't Do Sadness/Blue Wind - Original Broadway Cast Recording/2006,0.454,0.4,5,-8.549,1,0.0647,0.414,0.0,0.0966,0.261,132.062,audio_features,7CI13M6vH62afG5OsdeFOz,spotify:track:7CI13M6vH62afG5OsdeFOz,https://api.spotify.com/v1/tracks/7CI13M6vH62afG5OsdeFOz,https://api.spotify.com/v1/audio-analysis/7CI13M6vH62afG5OsdeFOz,305227,4,42,"['broadway', 'hollywood', 'show tunes']"
Gossamer Thin,0.375,0.365,11,-8.297,1,0.0335,0.908,0.00444,0.134,0.342,87.754,audio_features,2KAiDNISSBb5CKzR6er7JZ,spotify:track:2KAiDNISSBb5CKzR6er7JZ,https://api.spotify.com/v1/tracks/2KAiDNISSBb5CKzR6er7JZ,https://api.spotify.com/v1/audio-analysis/2KAiDNISSBb5CKzR6er7JZ,215133,1,32,"['anti-folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'omaha indie', 'stomp and holler']"
Chelsea Hotel No. 2,0.394,0.264,5,-6.93,1,0.0329,0.753,0.0,0.719,0.226,119.326,audio_features,7nlbvD4fO9D3aocMGkiYxq,spotify:track:7nlbvD4fO9D3aocMGkiYxq,https://api.spotify.com/v1/tracks/7nlbvD4fO9D3aocMGkiYxq,https://api.spotify.com/v1/audio-analysis/7nlbvD4fO9D3aocMGkiYxq,225213,3,38,"['canadian pop', 'chamber pop', 'melancholia', 'piano rock', 'singer-songwriter']"
Cool and Refreshing,0.345,0.241,7,-15.85,1,0.0352,0.959,0.00125,0.115,0.0629,85.119,audio_features,371TttEau5le9yK9rzmXaO,spotify:track:371TttEau5le9yK9rzmXaO,https://api.spotify.com/v1/tracks/371TttEau5le9yK9rzmXaO,https://api.spotify.com/v1/audio-analysis/371TttEau5le9yK9rzmXaO,151346,4,35,"['art pop', 'indie folk', 'indie rock', 'small room']"
Dear Theodosia,0.601,0.222,9,-10.485,1,0.0303,0.906,4.11e-05,0.0723,0.271,106.754,audio_features,2sEq2rC3ynYsT49x7utWnd,spotify:track:2sEq2rC3ynYsT49x7utWnd,https://api.spotify.com/v1/tracks/2sEq2rC3ynYsT49x7utWnd,https://api.spotify.com/v1/audio-analysis/2sEq2rC3ynYsT49x7utWnd,184004,4,64,"['broadway', 'hollywood', 'show tunes', 'vocal jazz']"
Mama Who Bore Me - Original Broadway Cast Recording/2006,0.309,0.235,2,-10.366,1,0.0322,0.807,0.0,0.0773,0.0891,127.845,audio_features,3lNieL5I1Bt9B4q61AorCR,spotify:track:3lNieL5I1Bt9B4q61AorCR,https://api.spotify.com/v1/tracks/3lNieL5I1Bt9B4q61AorCR,https://api.spotify.com/v1/audio-analysis/3lNieL5I1Bt9B4q61AorCR,140653,4,47,"['hollywood', 'pop', 'post-teen pop']"
Gonna End Up Working in Fort McMurray,0.731,0.821,7,-5.195,1,0.0562,0.422,0.0,0.34,0.926,115.089,audio_features,6dMuqzIxfC1r8BOv4AlUHF,spotify:track:6dMuqzIxfC1r8BOv4AlUHF,https://api.spotify.com/v1/tracks/6dMuqzIxfC1r8BOv4AlUHF,https://api.spotify.com/v1/audio-analysis/6dMuqzIxfC1r8BOv4AlUHF,81520,4,6,['hamilton on indie']
La Vie Boheme,0.593,0.502,8,-8.748,1,0.0791,0.471,0.0,0.162,0.457,138.595,audio_features,0aHpCwb8wKM8tNnGHZE98G,spotify:track:0aHpCwb8wKM8tNnGHZE98G,https://api.spotify.com/v1/tracks/0aHpCwb8wKM8tNnGHZE98G,https://api.spotify.com/v1/audio-analysis/0aHpCwb8wKM8tNnGHZE98G,480200,4,0,"['broadway', 'hollywood', 'show tunes']"
2 Atoms In A Molecule,0.625,0.668,4,-9.871,1,0.0518,0.49,2.33e-05,0.226,0.619,145.029,audio_features,1V7mHn6zEEUpgysBYxiW9r,spotify:track:1V7mHn6zEEUpgysBYxiW9r,https://api.spotify.com/v1/tracks/1V7mHn6zEEUpgysBYxiW9r,https://api.spotify.com/v1/audio-analysis/1V7mHn6zEEUpgysBYxiW9r,124627,4,42,"['indie pop', 'stomp and holler']"
The Ballad Of Farquaad,0.554,0.508,1,-6.801,1,0.131,0.665,0.0,0.0806,0.67,126.083,audio_features,4hatBgD9DTXNTPMAjBpj1M,spotify:track:4hatBgD9DTXNTPMAjBpj1M,https://api.spotify.com/v1/tracks/4hatBgD9DTXNTPMAjBpj1M,https://api.spotify.com/v1/audio-analysis/4hatBgD9DTXNTPMAjBpj1M,212413,4,26,"['broadway', 'show tunes']"
That's That,0.5,0.728,8,-4.922,0,0.385,0.235,0.0,0.686,0.853,96.089,audio_features,2EieK2FUAxikMgLoTSZu51,spotify:track:2EieK2FUAxikMgLoTSZu51,https://api.spotify.com/v1/tracks/2EieK2FUAxikMgLoTSZu51,https://api.spotify.com/v1/audio-analysis/2EieK2FUAxikMgLoTSZu51,135067,4,0,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'rap']"
Hola les lolos,0.616,0.549,2,-9.391,1,0.0444,0.676,0.000186,0.501,0.643,110.623,audio_features,1xnfXo6SIjAZqjHFiPaU82,spotify:track:1xnfXo6SIjAZqjHFiPaU82,https://api.spotify.com/v1/tracks/1xnfXo6SIjAZqjHFiPaU82,https://api.spotify.com/v1/audio-analysis/1xnfXo6SIjAZqjHFiPaU82,257668,4,36,"['canadian blues', 'indie quebecois']"
Glory Box,0.51,0.434,1,-10.004,1,0.0361,0.177,0.516,0.0603,0.207,119.695,audio_features,3Ty7OTBNSigGEpeW2PqcsC,spotify:track:3Ty7OTBNSigGEpeW2PqcsC,https://api.spotify.com/v1/tracks/3Ty7OTBNSigGEpeW2PqcsC,https://api.spotify.com/v1/audio-analysis/3Ty7OTBNSigGEpeW2PqcsC,308627,4,66,"['art pop', 'electronica', 'laboratorio', 'trip hop']"
Look On Down From The Bridge,0.37,0.0772,0,-19.322,1,0.0414,0.642,0.69,0.112,0.0954,119.942,audio_features,010ALbbh5KlQ4fKWgSdhRd,spotify:track:010ALbbh5KlQ4fKWgSdhRd,https://api.spotify.com/v1/tracks/010ALbbh5KlQ4fKWgSdhRd,https://api.spotify.com/v1/audio-analysis/010ALbbh5KlQ4fKWgSdhRd,287893,4,58,"['alternative rock', 'dream pop', 'melancholia', 'slow core']"
Piss Factory,0.385,0.423,11,-11.592,0,0.069,0.934,0.073,0.09,0.846,97.914,audio_features,5KLKSxNQQqg8hOaHVqEwuk,spotify:track:5KLKSxNQQqg8hOaHVqEwuk,https://api.spotify.com/v1/tracks/5KLKSxNQQqg8hOaHVqEwuk,https://api.spotify.com/v1/audio-analysis/5KLKSxNQQqg8hOaHVqEwuk,281027,4,33,"['art pop', 'art punk', 'art rock', 'dance rock', 'folk rock', 'permanent wave', 'protopunk', 'rock']"
Nu Sundae,0.396,0.881,7,-5.132,1,0.0416,0.00433,0.918,0.343,0.658,155.018,audio_features,60jkHSSNZfntoIzugHTBo3,spotify:track:60jkHSSNZfntoIzugHTBo3,https://api.spotify.com/v1/tracks/60jkHSSNZfntoIzugHTBo3,https://api.spotify.com/v1/audio-analysis/60jkHSSNZfntoIzugHTBo3,175759,4,15,"['indie punk', 'indie surf', 'vancouver punk']"
No Shade in the Shadow of The Cross,0.405,0.121,6,-23.169,1,0.0329,0.945,0.00148,0.112,0.347,82.721,audio_features,5LQecKwQNqdf2uKdrJN04v,spotify:track:5LQecKwQNqdf2uKdrJN04v,https://api.spotify.com/v1/tracks/5LQecKwQNqdf2uKdrJN04v,https://api.spotify.com/v1/audio-analysis/5LQecKwQNqdf2uKdrJN04v,160882,4,50,"['baroque pop', 'chamber pop', 'freak folk', 'indie folk', 'singer-songwriter']"
Unholy Faces,0.386,0.263,5,-15.977,1,0.0416,0.958,0.0138,0.0867,0.174,89.58,audio_features,02upnCABRYux8DyTB9WFYK,spotify:track:02upnCABRYux8DyTB9WFYK,https://api.spotify.com/v1/tracks/02upnCABRYux8DyTB9WFYK,https://api.spotify.com/v1/audio-analysis/02upnCABRYux8DyTB9WFYK,174000,4,47,"['art pop', 'indie folk', 'indie rock', 'small room']"
